"id","YCoordinate","XCoordinate","elevation","slope","aspect","region","country","geometry","area","map_class"
"285","12.5625877866093","104.723380270379","12","0.000615259895627061","2.02747483830447","Kâmpóng Thum","Cambodia","points","1","1"
"180","12.6792491710279","104.534824259483","11","0.000580778810624068","5.48880215401966","Kâmpóng Thum","Cambodia","points","1","1"
"85","13.2560084929466","105.249712440811","34","0.00314355681904125","2.53205614826232","Kâmpóng Thum","Cambodia","points","1","1"
"3","12.9533155091793","105.56388913399","92","0.00862417579186317","1.1147301339455","Kâmpóng Thum","Cambodia","points","1","1"
"106","12.8626712405369","104.273028765486","10","0.000542621632935616","6.28318530717959","Kâmpóng Thum","Cambodia","points","1","1"
"229","12.5798873798646","105.50543291943","74","0.0124620172618383","0.327061681537688","Kâmpóng Thum","Cambodia","points","1","1"
"234","12.8728265057824","104.473917017692","10","0.000436286104083334","1.25462259884241","Kâmpóng Thum","Cambodia","points","1","1"
"248","12.6328112137627","105.312721019513","40","0.00582582850019742","5.58872937143364","Kâmpóng Thum","Cambodia","points","1","1"
"363","12.5802741585549","105.219766173797","21","0.00138437010831043","3.34239651419809","Kâmpóng Thum","Cambodia","points","1","1"
"297","12.7864194154824","104.368143229169","8","0.000801826017698517","5.24472701383954","Kâmpóng Thum","Cambodia","points","1","1"
"372","12.8411229011258","105.339978226585","85","0.00196782042419112","3.73820867999936","Kâmpóng Thum","Cambodia","points","1","1"
"332","12.8795878664757","105.224909087532","58","0.00481491593121826","0.291170692237847","Kâmpóng Thum","Cambodia","points","1","1"
"303","12.6060101481528","105.405496053741","69","0.00470869522418529","5.06538657801892","Kâmpóng Thum","Cambodia","points","1","1"
"276","13.1549569851138","104.706029527351","48","0.00500745321225628","2.91867741474474","Kâmpóng Thum","Cambodia","points","1","1"
"7","12.7636495200281","105.321909495512","75","0.00791588229930076","0.47100738503797","Kâmpóng Thum","Cambodia","points","1","1"
"249","13.1075932221143","105.556489272157","108","0.00813936500889144","3.88920608568094","Kâmpóng Thum","Cambodia","points","1","1"
"11","13.2062322928303","105.561787719404","116","0.0107981641233544","4.94048371690972","Kâmpóng Thum","Cambodia","points","1","1"
"5","12.7583543895496","104.392349041861","9","0.000794893014424974","0.548527216176302","Kâmpóng Thum","Cambodia","points","1","1"
"139","12.734846105423","105.358812209408","71","0.00574301380518235","4.54628135978142","Kâmpóng Thum","Cambodia","points","1","1"
"376","13.3105246640667","104.74055938601","52","0.00197829057587755","2.85782467068363","Preah Vihéar","Cambodia","points","1","1"
"172","12.896964437955","105.207318739096","43","0.0122387640284647","3.59771886024406","Kâmpóng Thum","Cambodia","points","1","1"
"57","12.6152490791715","105.395290384717","69","0.00429750101221001","3.4686938867118","Kâmpóng Thum","Cambodia","points","1","1"
"326","13.316659036455","105.460939031118","138","0.00297692460959747","4.1338202659224","Kâmpóng Thum","Cambodia","points","1","1"
"153","12.6436862049428","105.650126564938","76","0.00658610674605413","2.40608290584008","Kâmpóng Thum","Cambodia","points","1","1"
"143","12.5563856629941","105.546810142771","65","0.00330221362478199","2.97358540006338","Kâmpóng Thum","Cambodia","points","1","1"
"410","13.3420929139744","105.392192755157","80","0.00925205973101466","5.16782399834235","Kâmpóng Thum","Cambodia","points","1","1"
"160","13.336836453522","105.501606368472","130","0.00656418696316444","1.18965248111599","Kâmpóng Thum","Cambodia","points","1","1"
"90","13.3538749448366","105.431181860272","142","0.0119060067230312","4.03516389236327","Kâmpóng Thum","Cambodia","points","1","1"
"77","12.7459263375342","105.496824413235","80","0.0107070947609691","1.45652507173946","Kâmpóng Thum","Cambodia","points","1","1"
"94","12.6296914623393","104.587490932607","12","0.000871820157820926","1.2543404430218","Kâmpóng Thum","Cambodia","points","1","1"
"349","13.3774348394406","105.454220072171","134","0.00833139304235573","3.02495866346546","Kâmpóng Thum","Cambodia","points","1","1"
"59","12.951899578161","105.400608557109","107","0.00232877817049579","5.57151411832863","Kâmpóng Thum","Cambodia","points","1","1"
"237","13.2161868726825","104.815972668614","62","0.0105779949671896","4.9059528088048","Kâmpóng Thum","Cambodia","points","1","1"
"103","13.1054871403599","104.699722844605","35","0.00266866038548329","3.40379870707184","Kâmpóng Thum","Cambodia","points","1","1"
"272","13.0444533936453","105.567876274106","84","0.0116144721510998","1.41837546853935","Kâmpóng Thum","Cambodia","points","1","1"
"169","12.8093485097428","105.525973267104","71","0.00803664852821023","1.95125160296259","Kâmpóng Thum","Cambodia","points","1","1"
"323","12.8480837399691","105.1471905223","29","0.0067842240787306","4.65236671752054","Kâmpóng Thum","Cambodia","points","1","1"
"342","12.6862735878664","105.528942767377","73","0.00533070035544418","0.343548338853708","Kâmpóng Thum","Cambodia","points","1","1"
"148","12.9914523564555","105.531333151475","105","0.0013660772060035","2.48885276135205","Kâmpóng Thum","Cambodia","points","1","1"
"19","12.771020122306","104.480024603482","10","0.000692206118592516","0.200950956610516","Kâmpóng Thum","Cambodia","points","1","1"
"97","12.6894071428836","104.552396894093","18","0.00108524294633431","0","Kâmpóng Thum","Cambodia","points","1","1"
"115","13.1973501918787","105.483324544732","132","0.00495976457704805","0.558823101115625","Kâmpóng Thum","Cambodia","points","1","1"
"343","13.0496709695867","105.093720975065","45","0.0105244155147306","3.6951083272952","Kâmpóng Thum","Cambodia","points","1","1"
"214","12.8731960631142","104.393824792855","11","0.000429797995917956","2.81418108566171","Kâmpóng Thum","Cambodia","points","1","1"
"108","13.1863154256676","105.530643428722","119","0.00836981653421884","3.82099063284592","Kâmpóng Thum","Cambodia","points","1","1"
"386","12.7804204879277","105.183820994807","42","0.00362314435488461","2.91073661590462","Kâmpóng Thum","Cambodia","points","1","1"
"149","12.6507308710898","104.515814198773","9","0.000193583294011646","3.93592678210781","Kâmpóng Thum","Cambodia","points","1","1"
"64","12.8120597944018","105.366845641184","72","0.00516226368419062","3.19515555391791","Kâmpóng Thum","Cambodia","points","1","1"
"12","12.8877302837698","104.965998765686","21","0.00116204527583053","3.93638823253824","Kâmpóng Thum","Cambodia","points","1","1"
"51","12.7965217301063","105.417315504247","98","0.00816402055371668","5.41737006636102","Kâmpóng Thum","Cambodia","points","1","1"
"299","12.9485848494041","105.534561134902","102","0.00233609046738892","4.01950021453828","Kâmpóng Thum","Cambodia","points","1","1"
"308","12.6626611009237","105.376024155631","55","0.00335203267704472","5.31472906113758","Kâmpóng Thum","Cambodia","points","1","1"
"391","12.8925742970169","105.459320946241","110","0.00598504548070961","2.6085943154411","Kâmpóng Thum","Cambodia","points","1","1"
"81","12.8897079359426","104.914472587656","19","0.000959595775369647","0.144552357807487","Kâmpóng Thum","Cambodia","points","1","1"
"289","13.3723088209635","105.438325785148","136","0.00899248688546792","2.49726798189829","Kâmpóng Thum","Cambodia","points","1","1"
"105","12.9718647501845","105.558122205032","90","0.00636058570926359","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","1"
"402","12.6256063021179","105.286561965513","35","0.00264600059442058","4.23280309547586","Kâmpóng Thum","Cambodia","points","1","1"
"387","12.9321868963463","105.336505704583","84","0.00513145495235942","4.79177981959605","Kâmpóng Thum","Cambodia","points","1","1"
"118","12.6828028391296","105.325399460594","58","0.00488135079884281","4.57298626963184","Kâmpóng Thum","Cambodia","points","1","1"
"165","13.2161157708084","105.403435069614","96","0.00727579454222457","4.46757323894669","Kâmpóng Thum","Cambodia","points","1","1"
"295","13.0131012282324","104.588987235454","16","0.001373528735775","4.07812521769922","Kâmpóng Thum","Cambodia","points","1","1"
"396","12.9632934761479","104.599579928484","15","0.000977355703662607","4.5731410440598","Kâmpóng Thum","Cambodia","points","1","1"
"114","13.1888039433708","104.839710573566","91","0.0118057828281672","4.43300728476359","Kâmpóng Thum","Cambodia","points","1","1"
"302","13.1279245426477","105.562808629028","113","0.0161893940576146","4.4496413082315","Kâmpóng Thum","Cambodia","points","1","1"
"356","12.3110291665068","104.868128169864","9","0.000608708004134396","3.6118941291294","Kâmpóng Thum","Cambodia","points","1","1"
"1","13.0390879757502","104.611540278898","19","0.000795130818483354","3.69060909465142","Kâmpóng Thum","Cambodia","points","1","1"
"2","12.7516193168144","105.448379270175","91","0.00815851175657826","3.59749631037679","Kâmpóng Thum","Cambodia","points","1","1"
"41","12.81912189104","105.286963467694","72","0.00745647321463126","4.19892074524333","Kâmpóng Thum","Cambodia","points","1","1"
"238","12.6974251433189","105.465046825588","76","0.00708623050520658","4.10064492726552","Kâmpóng Thum","Cambodia","points","1","1"
"373","13.3572159889339","105.433865861708","142","0.00121845483389057","3.61356925974918","Kâmpóng Thum","Cambodia","points","1","1"
"385","13.0409642377587","104.85124288493","30","0.00214913561121936","2.81397727871042","Kâmpóng Thum","Cambodia","points","1","1"
"344","13.1129044674442","104.7018357484","39","0.00285211384621219","3.09306421626218","Kâmpóng Thum","Cambodia","points","1","1"
"156","13.1363819469985","104.504546285286","28","0.00141003486899192","4.51876730235841","Kâmpóng Thum","Cambodia","points","1","1"
"192","12.8481465196322","105.680874875263","130","0.0100605141985023","4.31064809143338","Kâmpóng Thum","Cambodia","points","1","1"
"131","13.2427651044557","105.560671442429","109","0.00864403386505704","4.18627052851148","Kâmpóng Thum","Cambodia","points","1","1"
"21","12.6125215864555","105.138307643697","16","0.000615356485253398","4.25578758743554","Kâmpóng Thum","Cambodia","points","1","1"
"239","13.086840906782","105.439476330013","116","0.0132812604199815","4.42236363994409","Kâmpóng Thum","Cambodia","points","1","1"
"70","13.2785894216607","104.829312089177","100","0.0216001211317589","4.48436208211257","Kâmpóng Thum","Cambodia","points","1","1"
"351","13.2107023098542","104.74684886753","74","0.0113466312443217","2.06940286663783","Kâmpóng Thum","Cambodia","points","1","1"
"201","13.2477611744212","105.343580287518","74","0.0090812849386406","5.79102158623445","Kâmpóng Thum","Cambodia","points","1","1"
"338","12.596022796782","105.484105198592","58","0.00665028699728278","1.05921683427284","Kâmpóng Thum","Cambodia","points","1","1"
"273","12.7372210620862","105.404966626341","91","0.0044949801091101","4.53030990351458","Kâmpóng Thum","Cambodia","points","1","1"
"206","13.4117361704223","105.485874137452","148","0.00575776909070273","2.9967348264149","Kâmpóng Thum","Cambodia","points","1","1"
"240","13.1926649542526","104.706722817067","66","0.00926020766833474","2.70983040854292","Kâmpóng Thum","Cambodia","points","1","1"
"324","12.5408537356629","105.488788360561","80","0.00428208713699968","5.39857493809964","Kâmpóng Thum","Cambodia","points","1","1"
"30","13.0302961430397","104.855215003158","29","0.00103628102594386","2.72964265158604","Kâmpóng Thum","Cambodia","points","1","1"
"123","12.9062587732918","104.922671090672","19","0.0009839937589962","3.73833225591626","Kâmpóng Thum","Cambodia","points","1","1"
"179","12.640268371046","105.469086911786","70","0.00903944356414926","4.50071885825146","Kâmpóng Thum","Cambodia","points","1","1"
"300","12.7874871697395","105.27292287269","68","0.0196442564246389","4.01510446470365","Kâmpóng Thum","Cambodia","points","1","1"
"119","13.2241384324478","105.191993315034","69","0.00887498739239704","1.50961922002755","Kâmpóng Thum","Cambodia","points","1","1"
"241","12.6566382729944","104.483480320419","8","0.000387166573514423","0.794334128518015","Kâmpóng Thum","Cambodia","points","1","1"
"154","12.8132464214625","105.643740042469","78","0.00207227180171883","3.55322444924037","Kâmpóng Thum","Cambodia","points","1","1"
"207","13.3556230060427","105.51217255772","114","0.00744061630528947","0.505138154625544","Kâmpóng Thum","Cambodia","points","1","1"
"198","12.8774717134784","104.330128128483","9","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","1"
"320","13.012157287114","104.957589851363","34","0.00271564172891154","4.30128030081216","Kâmpóng Thum","Cambodia","points","1","1"
"127","13.0343060095541","105.069643594992","67","0.00559966180055841","0.249582248388678","Kâmpóng Thum","Cambodia","points","1","1"
"317","13.1048404344459","105.063205555512","71","0.00869495276228802","4.11601695608339","Kâmpóng Thum","Cambodia","points","1","1"
"325","12.9750009750335","104.790149545761","24","0.000813932349548105","3.14159265358979","Kâmpóng Thum","Cambodia","points","1","1"
"29","13.1099383069252","104.717707257217","36","0.001827306729859","2.6700175862778","Kâmpóng Thum","Cambodia","points","1","1"
"89","13.0711741296478","104.864784360548","39","0.00343865675441175","3.46924912870374","Kâmpóng Thum","Cambodia","points","1","1"
"38","13.2193403369124","105.563202106988","109","0.00922400765313681","4.48996411902031","Kâmpóng Thum","Cambodia","points","1","1"
"6","13.2048893500789","105.176011818206","120","0.0122707764850345","1.32513138478084","Preah Vihéar","Cambodia","points","1","1"
"281","12.8648959314623","105.159827036622","37","0.00778294553628305","5.26262022563512","Kâmpóng Thum","Cambodia","points","1","1"
"95","12.6292070547831","105.432879947437","71","0.00523389355213224","3.86185335571758","Kâmpóng Thum","Cambodia","points","1","1"
"395","13.0869137948001","105.329888150487","72","0.0121812006445645","5.81165133156394","Kâmpóng Thum","Cambodia","points","1","1"
"210","12.6918203644098","104.535906638825","9","0.0011615959486563","0.79441589175807","Kâmpóng Thum","Cambodia","points","1","1"
"67","12.9976994330614","105.647439401702","90","0.00263099167628592","4.66080565997993","Kâmpóng Thum","Cambodia","points","1","1"
"371","13.0558487173266","104.633558178821","22","0.00138447417443406","3.34276546360577","Kâmpóng Thum","Cambodia","points","1","1"
"144","13.0924219129211","105.588372257479","108","0.00543788050759087","4.58733261427399","Kâmpóng Thum","Cambodia","points","1","1"
"124","13.1915808125166","104.802055819612","66","0.0122054977459496","4.64565704485716","Kâmpóng Thum","Cambodia","points","1","1"
"294","13.2305871073126","104.850667173209","111","0.00462055234488901","3.20154331747046","Kâmpóng Thum","Cambodia","points","1","1"
"15","13.0919829849737","105.496032882563","106","0.0069027729927113","0.964402580389131","Kâmpóng Thum","Cambodia","points","1","1"
"275","12.7116440416541","105.452361793313","84","0.00600132844947663","3.90378090200546","Kâmpóng Thum","Cambodia","points","1","1"
"225","13.3049183823593","105.399057461505","96","0.00536689492323323","2.01494967588955","Kâmpóng Thum","Cambodia","points","1","1"
"66","12.7008740379415","105.336935587392","54","0.00756219477150656","5.56561884652466","Kâmpóng Thum","Cambodia","points","1","1"
"246","13.085210183967","105.089306517709","83","0.00140975888383137","4.9060490443528","Kâmpóng Thum","Cambodia","points","1","1"
"190","12.7820528256152","104.321167519219","8","0.000429781811730298","2.81429197786201","Kâmpóng Thum","Cambodia","points","1","1"
"63","12.5748038609257","105.466390167575","74","0.00571181215996618","3.73105400481132","Kâmpóng Thum","Cambodia","points","1","1"
"327","13.264127123815","105.344157138591","62","0.00238839581426946","4.54116067830273","Kâmpóng Thum","Cambodia","points","1","1"
"191","12.5474377749255","105.446734385768","69","0.00783851783574997","2.89247632482006","Kâmpóng Thum","Cambodia","points","1","1"
"203","12.9109505510726","105.44783193291","113","0.00304499853469305","2.67034397922293","Kâmpóng Thum","Cambodia","points","1","1"
"170","12.5840797228245","104.695554018988","12","0.000387115248091892","0.794203884439328","Kâmpóng Thum","Cambodia","points","1","1"
"113","13.1516342013551","105.594510520429","132","0.0150123622858961","5.2534286119646","Kâmpóng Thum","Cambodia","points","1","1"
"318","12.6627881435799","105.271592426613","31","0.00250066938822736","4.60367993158689","Kâmpóng Thum","Cambodia","points","1","1"
"357","12.7121156400957","104.950547686113","12","0.000193605872034366","0.794448674765475","Kâmpóng Thum","Cambodia","points","1","2"
"79","12.7259869047094","105.281792108611","47","0.0056817749248554","4.0727797314417","Kâmpóng Thum","Cambodia","points","1","2"
"204","12.2865217265503","105.132801452562","24","0.000386887986729642","3.93521922059507","Kâmpóng Thum","Cambodia","points","1","2"
"362","12.8887255875539","105.029046221156","26","0.000436312317445316","4.39623490722947","Kâmpóng Thum","Cambodia","points","1","2"
"389","13.0824994010794","104.916712772118","56","0.00794906273950481","2.04964893744856","Kâmpóng Thum","Cambodia","points","1","2"
"49","12.8737644794768","104.295668875461","8","0.000436286104083335","1.88697005474738","Kâmpóng Thum","Cambodia","points","1","2"
"401","12.7590951093642","104.840354048967","12","0.000276321332199014","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"278","12.6719606508587","104.613854101089","11","0.000794815009727772","2.59322606252325","Kâmpóng Thum","Cambodia","points","1","2"
"130","12.9628620197602","105.235310170873","45","0.019340076965631","5.19363084346796","Kâmpóng Thum","Cambodia","points","1","2"
"243","12.679502040714","104.815997648086","11","0.000429764305237435","3.4687733266309","Kâmpóng Thum","Cambodia","points","1","2"
"245","13.0602592558927","104.773659535121","27","0.00360669543880113","4.78768399730814","Kâmpóng Thum","Cambodia","points","1","2"
"46","12.7817239255296","105.248500904416","46","0.0025729501122981","3.70847891824546","Kâmpóng Thum","Cambodia","points","1","2"
"183","12.926611238938","104.947832337689","22","0.000802162106198849","4.18029773328603","Kâmpóng Thum","Cambodia","points","1","2"
"88","13.0929338018787","104.481663772307","21","0.0016051244112549","4.18059158499787","Kâmpóng Thum","Cambodia","points","1","2"
"280","12.4736104908847","104.842463393012","10","0.000552013284034341","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"117","12.8263234123709","104.507832389596","10","0.000429790623251973","0.327361056791633","Kâmpóng Thum","Cambodia","points","1","2"
"358","12.8823355794695","104.358686988295","10","0.000581012988344992","3.93637160215941","Kâmpóng Thum","Cambodia","points","1","2"
"193","12.9491476979401","105.198603128317","20","0.00123202182274792","5.16846839760446","Kâmpóng Thum","Cambodia","points","1","2"
"226","13.0527952625286","105.17267534622","51","0.00286233981514775","3.59154415560151","Kâmpóng Thum","Cambodia","points","1","2"
"9","12.4083283849559","105.14151110229","16","0.00179870383215047","4.78787900974042","Kâmpóng Thum","Cambodia","points","1","2"
"145","13.0296841736647","105.388190686327","143","0.0188451740000523","2.87424016309579","Kâmpóng Thum","Cambodia","points","1","2"
"365","12.7828725700582","104.831954755129","14","0.000436142591601555","4.39610760255546","Kâmpóng Thum","Cambodia","points","1","2"
"125","12.990951776647","105.159630622586","28","0.00332321239835796","2.22977068852768","Kâmpóng Thum","Cambodia","points","1","2"
"132","12.8497458892479","104.94019891984","21","0.00157379723907639","1.30923556890398","Kâmpóng Thum","Cambodia","points","1","2"
"162","13.0409188606676","105.213617399801","21","0.00581539708893051","1.61746662213178","Kâmpóng Thum","Cambodia","points","1","2"
"161","12.7072360437601","105.438722242167","77","0.00117418301332786","0.628820406356494","Kâmpóng Thum","Cambodia","points","1","2"
"227","12.6733992685538","105.09579176364","22","0.00421695590981816","3.40669585358603","Kâmpóng Thum","Cambodia","points","1","2"
"313","12.657494269174","104.940428213231","13","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"232","12.7078585848801","104.921902567981","12","0.000436026003315862","4.3960200937737","Kâmpóng Thum","Cambodia","points","1","2"
"173","12.7159737566672","104.863869551395","14","0.000813932349548105","3.14159265358979","Kâmpóng Thum","Cambodia","points","1","2"
"244","12.8462879051995","105.122398674636","21","0.00271310177396329","1.11022302462516e-15","Kâmpóng Thum","Cambodia","points","1","2"
"147","12.5423763459427","104.937325092203","11","0.000435782323298196","4.39583703322296","Kâmpóng Thum","Cambodia","points","1","2"
"100","12.5425640537102","104.984178520127","10","0.000387083321969025","0.794122842447092","Kâmpóng Thum","Cambodia","points","1","2"
"247","12.6041345133989","104.916962223849","11","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"178","12.729107215734","105.388557307929","74","0.00295132629366344","2.54517600082682","Kâmpóng Thum","Cambodia","points","1","2"
"407","12.5296313688597","104.97055657945","10","4.33680868994202e-19","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"217","13.0841016601348","104.741628389213","31","0.00121817971434285","2.67005867797414","Kâmpóng Thum","Cambodia","points","1","2"
"164","13.1645035903232","104.674183040693","49","0.00517141518148704","3.38481413759212","Kâmpóng Thum","Cambodia","points","1","2"
"174","12.2205722836624","105.176438540753","29","0.00745786329262014","4.91383028735627","Kâmpóng Thum","Cambodia","points","1","2"
"189","13.1499864411686","105.196179937754","60","0.00373873429871142","2.19018537618843","Kâmpóng Thum","Cambodia","points","1","2"
"50","12.6311574061597","104.66575646748","11","0.000608860960547316","3.61238807572518","Kâmpóng Thum","Cambodia","points","1","2"
"8","13.0127009095347","104.565287829083","13","0.00136612797421277","3.79438115171042","Kâmpóng Thum","Cambodia","points","1","2"
"82","12.6358377313455","104.835826769056","11","2.16840434497101e-19","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"197","12.2481877579217","105.112278153852","15","0.00154848162693997","6.01276657017372","Kâmpóng Thum","Cambodia","points","1","2"
"200","12.4456758279452","105.263083462559","28","0.00325941791712378","5.18792284113055","Kâmpóng Thum","Cambodia","points","1","2"
"346","12.8850771016156","104.665330861496","15","0.000429800952560119","5.95575348549125","Kâmpóng Thum","Cambodia","points","1","2"
"176","13.1705911638689","105.370971085699","63","0.00932019680210782","4.8144480813976","Kâmpóng Thum","Cambodia","points","1","2"
"39","12.7098240396238","105.553768003701","58","0.0115779298898318","2.00620751004969","Kâmpóng Thum","Cambodia","points","1","2"
"301","12.9693070888306","104.630365958888","17","0.00138275378991567","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"283","12.9282446083168","104.51436306619","13","0.00155793510345994","3.81184635268055","Kâmpóng Thum","Cambodia","points","1","2"
"121","13.1717471545729","104.615761489667","51","0.00536205536024287","3.56726688047622","Kâmpóng Thum","Cambodia","points","1","2"
"109","13.0596994398164","105.245270874482","23","0.000436589794658616","5.02833515338732","Kâmpóng Thum","Cambodia","points","1","2"
"80","12.2369969149274","105.010308731866","10","0.00058027600935776","5.48965356420388","Kâmpóng Thum","Cambodia","points","1","2"
"17","12.7109960640814","105.262064168152","41","0.00212966139931805","3.93604132835527","Kâmpóng Thum","Cambodia","points","1","2"
"306","12.4546476214482","104.900354636374","10","0.000387013496134844","0.793945525860236","Kâmpóng Thum","Cambodia","points","1","2"
"262","12.690037611127","104.608024508168","10","0.000580788486913798","5.4887857902714","Kâmpóng Thum","Cambodia","points","1","2"
"28","13.0724972122829","104.528379636038","18","0.00108524294633431","3.14159265358979","Kâmpóng Thum","Cambodia","points","1","2"
"122","12.5409311503863","105.054964668168","11","0.00135476856656767","5.48907863985835","Kâmpóng Thum","Cambodia","points","1","2"
"52","13.187943523086","105.30972051941","50","0.0136023463670375","2.28918661242844","Kâmpóng Thum","Cambodia","points","1","2"
"4","12.4616734561541","104.842102518902","10","0.000275997788076603","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"43","12.9207248166559","104.557058708095","13","0.00055299087004667","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"111","12.9033763912564","104.692314962157","18","0.000615928289773433","4.25624356935291","Kâmpóng Thum","Cambodia","points","1","2"
"340","12.5911550937985","104.819559378505","11","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"322","12.9806845510351","105.062620785792","44","0.00710258720594455","3.25867184088478","Kâmpóng Thum","Cambodia","points","1","2"
"399","12.79465375576","104.668122494451","12","0.00138441703473306","3.34256297373473","Kâmpóng Thum","Cambodia","points","1","2"
"102","12.8101550176131","104.31372115124","1","0","1.5707963267949","Kâmpóng Thum","Cambodia","points","1","2"
"298","13.1170881838742","105.276510944919","43","0.0120675334794173","4.33236074508077","Kâmpóng Thum","Cambodia","points","1","2"
"74","12.8585688847277","104.732644764801","16","0.000794978829739179","3.69029649312334","Kâmpóng Thum","Cambodia","points","1","2"
"334","12.3522974905567","104.98621366612","10","2.16840434497101e-19","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"31","12.7867377340339","104.248187115883","9","0.000193635070079949","5.48858855916764","Kâmpóng Thum","Cambodia","points","1","2"
"304","12.7671563842628","105.136180056686","37","0.00175690344195654","5.37820581461368","Kâmpóng Thum","Cambodia","points","1","2"
"185","12.4454387375956","104.957775915927","9","0.000387007176366414","0.79392947267893","Kâmpóng Thum","Cambodia","points","1","2"
"68","12.8731711726702","104.422856733243","9","0.00117445135920819","3.77072714496131","Kâmpóng Thum","Cambodia","points","1","2"
"403","12.8953887451986","105.125556512689","17","0.000802082660409614","4.18023941895561","Kâmpóng Thum","Cambodia","points","1","2"
"221","12.6562435982112","104.79133417022","11","0.000429759952855414","3.4687434840222","Kâmpóng Thum","Cambodia","points","1","2"
"335","12.6816449804051","104.981959585384","13","0.00174394756869003","4.3959910378699","Kâmpóng Thum","Cambodia","points","1","2"
"392","12.7251078969811","104.492369165787","10","0.00116167355615926","3.93607415577747","Kâmpóng Thum","Cambodia","points","1","2"
"69","12.9779287602065","105.162111905894","25","0.00329306755835131","2.34661340651","Kâmpóng Thum","Cambodia","points","1","2"
"400","12.864544579331","104.74010381352","17","0.00123169098722275","4.25617778893653","Kâmpóng Thum","Cambodia","points","1","2"
"141","13.2036120691442","105.288236585648","53","0.0138026958958742","4.37169952295254","Kâmpóng Thum","Cambodia","points","1","2"
"58","12.7385071772252","105.239983737986","38","0.00148421535934807","4.33811731336813","Kâmpóng Thum","Cambodia","points","1","2"
"184","13.0684323009268","105.182463721011","52","0.00210072369178291","1.96866331770749","Kâmpóng Thum","Cambodia","points","1","2"
"311","13.0649727173507","104.696451289537","25","0.00149860618297539","3.23402767424172","Kâmpóng Thum","Cambodia","points","1","2"
"223","12.799639239961","104.907776657011","14","0.000615714235336917","4.25607298411935","Kâmpóng Thum","Cambodia","points","1","2"
"209","12.7457551936052","104.950356923193","15","0.000193618825431875","5.48867093314937","Kâmpóng Thum","Cambodia","points","1","2"
"388","13.0892877344253","105.224359780702","27","0.0020767208043584","3.34279191073726","Kâmpóng Thum","Cambodia","points","1","2"
"151","13.0267672446485","105.148770942465","51","0.00085965235945343","3.46919777107452","Kâmpóng Thum","Cambodia","points","1","2"
"71","13.2240598587031","105.27755399284","46","0.0128231763447623","5.19652877972758","Kâmpóng Thum","Cambodia","points","1","2"
"177","12.7884379324011","104.952375638401","15","0.000801826017698517","1.03845829334005","Kâmpóng Thum","Cambodia","points","1","2"
"55","12.7469178148344","104.609042685968","8","0.000859551759193615","0.327260562374665","Kâmpóng Thum","Cambodia","points","1","2"
"208","12.5407453370345","104.924622674756","11","0.000692180925519974","6.08241310658519","Kâmpóng Thum","Cambodia","points","1","2"
"296","12.4299919576243","105.300975497305","48","0.00694887715169546","5.17803140893978","Kâmpóng Thum","Cambodia","points","1","2"
"361","13.1133959852809","105.456498398776","123","0.00698814057514593","5.57119773230453","Kâmpóng Thum","Cambodia","points","1","2"
"321","12.9303295555444","105.210480689744","33","0.019691388021349","4.96297796847241","Kâmpóng Thum","Cambodia","points","1","2"
"135","12.9494929197173","105.029883017459","28","0.00165913749531785","4.71238898038469","Kâmpóng Thum","Cambodia","points","1","2"
"380","12.6911963289887","105.257899283265","40","0.00571420885129432","0.964589556418221","Kâmpóng Thum","Cambodia","points","1","2"
"390","12.5404612480777","105.705921089671","88","0.00349841020453085","5.59993198112334","Kâmpóng Thum","Cambodia","points","1","2"
"379","12.7911548331771","104.563090424358","9","0.000193635070079949","0.794596748011947","Kâmpóng Thum","Cambodia","points","1","2"
"309","12.9932108495205","105.162214026744","34","0.00615119627322638","2.70025757127102","Kâmpóng Thum","Cambodia","points","1","2"
